"국가별","항목","단위","2024.01 월","2024.02 월","2024.03 월","2024.04 월","2024.05 월","2024.06 월","2024.07 월","2024.08 월","2024.09 월","2024.10 월","2024.11 월","2024.12 월","2025.01 월","2025.02 월","2025.03 월","2025.04 월","2025.05 월","2025.06 월","2025.07 월","2025.08 월","2025.09 월","2025.10 월","2025.11 월","2025.12 월","2026.01 월","2026.02 월","2026.03 월","2026.04 월","2026.05 월","2026.06 월","2026.07 월",
"시에라 리온","수출금액[천불]","천불","194","505","561","929","11629","631","211","527","340","898","480","1537","12106","707","626","1366","277","396","748","1133","525","1146","360","786","591","298","597","307","387","444","750",
"시에라 리온","수입금액[천불]","천불","819","1501","1845","1291","684","1438","1481","596","703","1084","365","958","1362","1116","1263","694","709","729","1324","757","988","613","478","994","1538","412","1138","1905","1091","894","1273",
"시에라 리온","무역수지[천불]","천불","-625","-996","-1284","-362","10945","-807","-1270","-69","-363","-185","116","579","10744","-409","-637","672","-431","-333","-576","376","-462","533","-118","-209","-948","-113","-541","-1598","-703","-450","-524",
"유고","수출금액[천불]","천불","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"유고","수입금액[천불]","천불","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"유고","무역수지[천불]","천불","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"보츠와나","수출금액[천불]","천불","91","103","224","653","848","64","259","54","48","138","5","264","503","64","49","161","12","46","69","167","34","22","86","6","23","134","9","87","157","75","26",
"보츠와나","수입금액[천불]","천불","12","0","22","395","24","14","99","105","12","15","10","82","51","20","114","29","52","184","257","150","57","101","239","54","186","141","27","328","56","707","399",
"보츠와나","무역수지[천불]","천불","79","103","203","258","824","50","160","-51","36","122","-5","181","452","44","-65","131","-40","-138","-188","17","-22","-80","-153","-48","-162","-7","-18","-241","101","-632","-373",
"모리타니","수출금액[천불]","천불","1120","603","1292","2996","1101","987","472","947","1062","694","2106","1259","462","737","527","5031","1113","1244","929","436","1274","410","825","1020","1041","700","630","902","2423","917","919",
"모리타니","수입금액[천불]","천불","1935","772","2595","3265","2734","1741","4188","2108","2631","3174","5985","3968","1503","1283","1383","1479","741","1268","1563","1347","1353","1468","1556","2515","1251","0","1466","2152","3333","753","2274",
"모리타니","무역수지[천불]","천불","-816","-169","-1303","-268","-1633","-754","-3716","-1161","-1569","-2480","-3879","-2709","-1041","-546","-855","3553","372","-24","-633","-912","-79","-1057","-731","-1495","-209","700","-836","-1250","-910","164","-1355",
"키리바티","수출금액[천불]","천불","440","1639","994","1091","583","596","516","362","710","542","437","467","538","554","985","1392","664","458","333","485","222","979","525","429","833","826","228","896","30","370","429",
"키리바티","수입금액[천불]","천불","424","1843","0","21","23","73","0","0","47","3","77","0","0","0","52","18","1","0","0","30","0","1113","697","54","37","40","799","612","62","46","1272",
"키리바티","무역수지[천불]","천불","16","-204","994","1069","560","523","516","362","663","540","360","467","538","554","932","1374","662","458","333","455","222","-134","-172","375","797","785","-571","284","-33","324","-843",
"몰도바","수출금액[천불]","천불","3438","6042","9040","6823","5164","4983","5712","7274","6330","6199","5549","6258","5796","6576","5573","5399","5039","6961","5653","4388","7618","5351","5009","4405","6493","5639","7994","5700","5894","6622","10234",
"몰도바","수입금액[천불]","천불","19024","7990","6206","10721","5295","3018","2635","5878","4094","4047","4031","4905","5203","4653","2217","3070","2750","4548","5230","4453","4555","4342","5526","4264","3999","2345","3194","2807","3401","3253","1984",
"몰도바","무역수지[천불]","천불","-15587","-1948","2834","-3898","-131","1965","3077","1396","2235","2152","1519","1353","592","1923","3356","2329","2288","2414","423","-65","3063","1009","-517","141","2494","3294","4800","2894","2494","3368","8250",
"벨리제","수출금액[천불]","천불","835","797","2014","2690","715","2219","2738","1469","2669","982","1053","1777","1763","1605","2304","2393","3977","5932","2158","2827","1062","731","786","818","461","164","1813","6741","3244","4051","8157",
"벨리제","수입금액[천불]","천불","0","28","24","37","0","0","107","0","2950","0","18","260","0","0","0","0","0","22","2604","5","5304","72","5305","3","1","0","4","8","0","0","23",
"벨리제","무역수지[천불]","천불","835","769","1990","2653","715","2219","2631","1469","-280","982","1034","1517","1763","1605","2304","2393","3976","5910","-447","2821","-4242","659","-4518","816","460","164","1809","6733","3243","4051","8134",
"나우루","수출금액[천불]","천불","12","37","0","0","0","105","0","0","0","9","0","0","0","11","0","20","0","0","31","0","0","0","0","6","0","0","0","0","0","0","8",
"나우루","수입금액[천불]","천불","0","0","1","4770","0","0","16","1","4048","0","0","0","4504","35","0","6047","0","4841","0","4839","1","1","0","0","1","0","2664","0","1","16","0",
"나우루","무역수지[천불]","천불","12","37","-1","-4770","0","105","-16","-1","-4048","9","0","0","-4504","-24","0","-6027","0","-4841","31","-4839","-1","-1","0","6","-1","0","-2664","0","-1","-16","8",
"팔라우","수출금액[천불]","천불","545","464","236","4869","186","262","378","4506","143","463","4544","331","597","137","331","3973","207","122","4329","18","364","248","197","2591","208","146","194","345","5506","284","273",
"팔라우","수입금액[천불]","천불","34","17","0","14","72","110","0","19","32","19","73","0","24","33","44","43","47","29","0","19","23","19","1","2","2","37","51","44","0","28","50",
"팔라우","무역수지[천불]","천불","511","447","236","4855","114","153","378","4487","111","444","4472","331","572","104","287","3930","160","93","4329","-1","340","230","195","2589","206","109","143","301","5506","256","223",
"세르비아 와 몬테네그로","수출금액[천불]","천불","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"세르비아 와 몬테네그로","수입금액[천불]","천불","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"세르비아 와 몬테네그로","무역수지[천불]","천불","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"소말리아","수출금액[천불]","천불","567","839","3502","1137","753","1023","857","1074","1653","1296","1273","628","1054","1382","334","1270","146","893","657","740","1034","956","2165","2085","585","556","876","828","1720","2492","944",
"소말리아","수입금액[천불]","천불","29","0","0","6","76","77","174","5","1464","51","621","153","374","397","221","254","302","0","318","433","0","568","246","194","739","244","61","93","445","156","76",
"소말리아","무역수지[천불]","천불","538","839","3502","1132","677","946","683","1069","189","1245","652","474","680","985","113","1016","-156","893","339","307","1034","389","1919","1890","-154","312","815","735","1274","2335","869",
"리히텐슈타인","수출금액[천불]","천불","633","703","742","1211","677","802","1183","793","940","617","686","931","528","665","738","960","643","731","954","629","954","664","532","647","1063","632","846","939","709","680","917",
"리히텐슈타인","수입금액[천불]","천불","1365","1283","1313","1711","2094","1894","2055","1514","1614","1867","1981","1507","962","1932","1893","1785","1899","2074","2240","1324","2375","1544","2053","2840","1927","2627","3353","2441","2456","2535","2960",
"리히텐슈타인","무역수지[천불]","천불","-733","-580","-571","-500","-1417","-1091","-872","-720","-674","-1250","-1294","-576","-435","-1267","-1155","-825","-1256","-1344","-1286","-696","-1421","-879","-1520","-2193","-864","-1995","-2507","-1503","-1746","-1855","-2043",
"에리트리아","수출금액[천불]","천불","10","0","28","0","57","707","157","260","175","124","0","503","1","0","0","30","64","6070","35","0","285","2","757","1629","0","25","0","6051","462","16","0",
"에리트리아","수입금액[천불]","천불","0","0","53","9751","0","0","1","11807","28097","21297","13871","12961","0","0","0","1","0","0","9959","4","0","0","1","0","0","0","0","0","0","0","0",
"에리트리아","무역수지[천불]","천불","10","0","-25","-9751","57","707","156","-11547","-27923","-21173","-13871","-12457","1","0","0","30","64","6070","-9924","-4","285","2","757","1629","0","25","0","6051","462","16","0",
"부탄","수출금액[천불]","천불","339","529","336","344","372","512","247","781","236","637","849","602","590","913","379","782","794","399","528","501","561","800","488","843","623","571","371","656","903","499","704",
"부탄","수입금액[천불]","천불","0","867","846","444","1117","733","1581","2410","2148","675","1446","711","1580","1615","292","580","598","947","355","322","1761","974","879","614","955","713","1249","543","797","888","224",
"부탄","무역수지[천불]","천불","339","-338","-510","-99","-745","-221","-1334","-1628","-1913","-38","-597","-109","-990","-702","87","202","196","-548","174","178","-1199","-174","-391","229","-332","-143","-878","113","106","-388","480",
"세인트 키츠 네비스","수출금액[천불]","천불","134","84","198","61","36","201","99","366","131","83","101","335","60","117","40","71","5","33","221","79","201","59","447","70","49","31","28","302","163","48","144",
"세인트 키츠 네비스","수입금액[천불]","천불","0","5","0","2","1","6","1","1","19","13","1","0","1","3","2","1","1","2","2","3","0","29","0","2","21","13","10","1","19","2","3",
"세인트 키츠 네비스","무역수지[천불]","천불","134","80","198","60","35","195","98","366","112","70","101","335","60","114","38","71","4","31","219","76","201","30","447","68","29","17","18","302","144","46","141",
"나미비아","수출금액[천불]","천불","667","842","276","4669","566","74","294","173","1307","1265","83","236","298","7766","114","5104","352","1440","267","167","5948","718","1378","245","250","204","484","408","311","691","905",
"나미비아","수입금액[천불]","천불","74","115","66412","11105","5925","6","44567","168","86","6","241","34","67","1","60","486","72","15077","16309","439","672","139","48","4283","62","34521","12521","5942","112","11","6063",
"나미비아","무역수지[천불]","천불","592","727","-66136","-6436","-5359","68","-44274","4","1221","1259","-158","201","232","7765","55","4619","279","-13638","-16042","-271","5276","579","1331","-4038","188","-34316","-12037","-5534","198","680","-5158",
"니제르","수출금액[천불]","천불","1345","154","0","7","32","423","753","43","677","2079","750","53","1513","161","0","786","59","18","1266","37","37","15","11","92","1444","1280","2315","1599","573","156","823",
"니제르","수입금액[천불]","천불","34","4","1","0","0","1398","222","4","0","0","7","7","6","0","53","86","3","5","0","43","1329","13","0","2","0","9","0","0","85","9","0",
"니제르","무역수지[천불]","천불","1311","149","-1","7","32","-975","531","40","677","2079","743","45","1508","161","-53","700","57","13","1266","-6","-1291","2","10","91","1444","1271","2315","1599","488","147","823",
"몰디브","수출금액[천불]","천불","930","938","571","711","541","673","684","600","1714","580","1629","1731","412","640","1242","642","759","383","1050","272","1508","914","1040","829","715","405","1342","1354","867","1109","1807",
"몰디브","수입금액[천불]","천불","0","1","5","3","1","5","0","3","84","0","1","4","2","1","0","1","0","0","26","3","1","1","1","0","4","0","5","14","4","6","2",
"몰디브","무역수지[천불]","천불","930","937","566","708","540","668","684","597","1630","580","1629","1727","410","639","1242","642","759","383","1024","269","1507","913","1039","829","711","405","1336","1340","862","1104","1805",
"티모르","수출금액[천불]","천불","42","32","548","330","406","9","13","199","325","422","405","195","28","554","128","193","228","1","396","255","773","337","444","267","261","101","203","177","205","251","0",
"티모르","수입금액[천불]","천불","3","38","2","1","0","17","3","1","3","6","125","93","2","0","3","17","0","3","5","0","1","61","117","118","173","3","2","2","1","1","0",
"티모르","무역수지[천불]","천불","39","-6","546","329","406","-7","10","198","322","416","280","103","25","554","125","176","228","-2","391","255","772","276","327","149","88","98","201","175","204","250","0",
"서사하라","수출금액[천불]","천불","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"서사하라","수입금액[천불]","천불","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"서사하라","무역수지[천불]","천불","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"세인트 빈센트 그레나딘","수출금액[천불]","천불","13","280","113","121","3","124","249","163","291","78","338","287","153","80","149","349","72","99","233","0","202","71","102","56","1","103","97","325","14","10","59",
"세인트 빈센트 그레나딘","수입금액[천불]","천불","0","0","0","74","5","12","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","9","0","0","0","0",
"세인트 빈센트 그레나딘","무역수지[천불]","천불","13","280","113","47","-2","111","249","163","291","78","338","287","153","80","148","349","72","99","233","0","202","71","102","56","1","103","88","325","14","10","59",
"불령 가이아나","수출금액[천불]","천불","418","414","69","48","906","52","327","602","1011","335","425","658","171","454","473","371","76","17","228","367","424","127","538","825","413","356","414","365","864","508","253",
"불령 가이아나","수입금액[천불]","천불","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5579","0","0","0","0",
"불령 가이아나","무역수지[천불]","천불","418","414","69","48","906","52","327","602","1011","335","425","658","171","454","473","371","76","17","228","367","424","127","538","825","413","356","-5165","365","864","508","253",
"세인트 마틴","수출금액[천불]","천불","1682","1057","588","956","341","1913","2079","1278","1696","1859","2894","1328","1006","1586","1044","1051","568","1275","538","1253","716","289","1000","1572","894","332","215","460","94","5","34",
"세인트 마틴","수입금액[천불]","천불","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",
"세인트 마틴","무역수지[천불]","천불","1682","1057","588","956","341","1913","2079","1278","1695","1859","2894","1328","1006","1586","1044","1051","568","1275","538","1253","716","289","1000","1572","894","332","215","459","94","5","34",
"감비아","수출금액[천불]","천불","460","218","407","250","224","496","113","261","302","480","269","216","257","445","170","182","231","191","311","305","597","285","804","536","338","334","553","390","736","536","674",
"감비아","수입금액[천불]","천불","679","386","1358","678","656","550","936","405","715","436","457","456","877","714","360","924","1627","917","734","1080","299","199","434","1094","1293","994","1048","3052","1330","1001","1670",
"감비아","무역수지[천불]","천불","-219","-168","-951","-428","-432","-54","-823","-144","-412","45","-188","-240","-619","-269","-190","-743","-1397","-726","-423","-775","298","86","370","-558","-954","-660","-494","-2662","-594","-466","-996",
"세인트 루시아","수출금액[천불]","천불","356","348","623","290","460","528","284","445","300","576","180","336","275","330","317","148","223","334","789","398","818","165","374","413","212","234","419","350","335","199","369",
"세인트 루시아","수입금액[천불]","천불","0","0","0","3","6","18","0","0","0","0","0","4","0","0","0","0","0","22","0","0","30","0","18","31","0","36","16","0","40","32","17",
"세인트 루시아","무역수지[천불]","천불","356","348","623","288","454","511","284","445","300","576","180","332","275","330","317","148","223","312","789","398","789","165","356","381","212","198","403","350","296","166","352",
"영령 인도양","수출금액[천불]","천불","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"영령 인도양","수입금액[천불]","천불","0","2","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"영령 인도양","무역수지[천불]","천불","0","-2","0","-2","0","0","0","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"그레나다","수출금액[천불]","천불","382","518","108","157","231","922","244","313","371","336","86","456","367","2033","309","83","175","419","37","171","516","187","270","854","1325","1076","3963","2912","1602","771","1030",
"그레나다","수입금액[천불]","천불","0","0","0","22","0","2","0","0","19","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"그레나다","무역수지[천불]","천불","382","518","108","135","231","920","244","312","352","335","86","456","366","2033","309","83","175","419","37","171","516","187","270","854","1325","1076","3963","2912","1602","771","1030",
"안도라","수출금액[천불]","천불","2","35","1","6","3","6","0","0","6","198","23","2","0","32","1","5","7","4","0","57","13","1","9","22","4","2","149","5","2","8","14",
"안도라","수입금액[천불]","천불","1","2","4","4","48","3","1","2","2","5","49","3","2","4","1","1","6","382","11","16","11","19","31","27","15","8","72","113","26","204","10",
"안도라","무역수지[천불]","천불","0","33","-3","2","-45","3","-1","-2","4","193","-26","-1","-2","27","0","4","1","-379","-11","41","2","-18","-22","-5","-11","-6","77","-107","-24","-196","4",
"챠드","수출금액[천불]","천불","316","45","0","893","71","92","164","164","265","860","0","496","18","41","5","397","1142","315","245","1941","1009","28","744","572","79","1321","56","631","623","1009","34",
"챠드","수입금액[천불]","천불","0","0","0","0","0","0","0","393","0","0","0","0","0","0","0","0","0","0","0","0","5","1","0","0","0","0","0","0","0","0","0",
"챠드","무역수지[천불]","천불","316","44","0","893","71","92","164","-229","265","860","0","496","18","41","5","397","1142","315","245","1941","1003","27","744","572","79","1321","55","631","623","1008","34",
"큐라소","수출금액[천불]","천불","825","1149","872","1455","718","1182","905","386","639","711","2195","864","1026","1511","1459","997","1038","853","756","672","883","1327","2009","500","137","203","1561","389","954","892","1404",
"큐라소","수입금액[천불]","천불","1","0","0","0","0","181","0","0","0","0","37","201","18","0","36","0","356","0","35","35","18","0","17","35","17","18","18","18","0","18","0",
"큐라소","무역수지[천불]","천불","824","1149","872","1455","718","1001","905","386","639","711","2158","663","1007","1511","1423","997","682","853","721","637","865","1327","1991","465","120","185","1543","372","954","874","1404",
"몬테네그로","수출금액[천불]","천불","1874","1203","3442","1075","38","111","315","39","727","281","638","608","480","743","1024","1888","1202","278","153","829","143","686","170","449","836","245","335","159","262","680","325",
"몬테네그로","수입금액[천불]","천불","44768","17219","0","1","16413","1","1242","0","11242","3875","19","41","2","10","206","10","1","1","2","5","0","20701","5","13","0","0","1","1","338","91","2",
"몬테네그로","무역수지[천불]","천불","-42894","-16016","3442","1074","-16375","110","-927","38","-10515","-3595","619","567","478","733","818","1878","1201","277","152","824","142","-20015","166","436","836","245","334","157","-76","589","323",
"안타티카","수출금액[천불]","천불","42","1","0","0","0","0","3559","92","798","1144","0","0","0","0","0","0","0","0","0","0","0","1503","0","0","89","0","0","0","0","0","0",
"안타티카","수입금액[천불]","천불","0","0","1","6","7","2","0","0","1","0","0","0","0","0","0","487","0","0","0","0","0","3","0","0","0","0","1","20","0","2","0",
"안타티카","무역수지[천불]","천불","42","1","-1","-6","-7","-2","3559","92","797","1144","0","0","0","0","0","-487","0","0","0","0","0","1500","0","0","89","0","-1","-20","0","-2","0",
"카보 베르데","수출금액[천불]","천불","146","173","553","22","256","112","392","42","73","422","483","383","317","83","72","741","184","405","193","78","696","387","206","123","166","17","68","175","62","210","384",
"카보 베르데","수입금액[천불]","천불","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","4","0","2","1",
"카보 베르데","무역수지[천불]","천불","146","170","553","22","256","112","392","42","73","422","483","383","317","83","72","741","184","405","193","77","696","387","206","122","166","17","68","171","62","209","384",
"부룬디","수출금액[천불]","천불","25","24","84","245","42","68","117","429","47","20","45","193","594","153","100","53","29","190","510","50","32","112","43","48","41","199","776","650","24","540","39",
"부룬디","수입금액[천불]","천불","0","0","0","0","128","34","108","82","3","0","0","0","0","2","0","5","1","0","42","8","2","120","0","0","0","140","0","0","2","0","0",
"부룬디","무역수지[천불]","천불","24","24","84","245","-86","34","9","347","45","20","45","193","594","151","100","49","29","190","468","42","30","-9","43","48","41","59","776","650","23","540","39",
"투발루","수출금액[천불]","천불","989","281","889","141","343","114","446","394","497","214","507","270","610","3","514","271","879","32","565","269","411","18","401","741","141","125","600","323","0","342","147",
"투발루","수입금액[천불]","천불","219","4","1187","7","4","0","4","4","0","0","0","2","2","0","0","0","2","2","1329","0","0","39","22","1","2","556","0","0","0","1649","0",
"투발루","무역수지[천불]","천불","770","277","-298","134","339","114","442","390","497","214","507","268","608","3","514","270","877","30","-764","269","411","-21","379","740","139","-431","600","323","0","-1307","147",
"통가","수출금액[천불]","천불","45","25","15","132","45","0","17","0","0","23","41","48","12","76","0","25","0","26","11","0","70","45","10","15","43","58","22","12","34","31","22",
"통가","수입금액[천불]","천불","152","0","0","19","13","0","6","0","15","15","1","16","15","1","0","15","15","15","0","0","15","0","0","15","15","0","16","15","44","14","14",
"통가","무역수지[천불]","천불","-107","25","15","114","32","0","11","0","-15","9","40","32","-3","75","0","11","-15","11","11","0","55","45","10","0","28","58","6","-3","-10","17","8",
"미령 버진군도","수출금액[천불]","천불","1","7","22","1","37","2","2","44","153","22","2","1","1","1","6","14","4","14","22","1","48","1","19","7","1","3","20","7","218","21","20",
"미령 버진군도","수입금액[천불]","천불","0","3","10","7","0","2","21","17","0","0","0","0","0","1","0","0","0","1","18","0","2","0","0","0","1","92","0","27637","0","0","113",
"미령 버진군도","무역수지[천불]","천불","1","4","13","-6","37","0","-20","27","153","22","2","1","1","0","6","13","4","14","5","1","45","1","19","6","0","-89","20","-27630","218","21","-93",
"투르크 & 카이코스 군도","수출금액[천불]","천불","52","71","76","1","49","426","188","200","98","140","137","326","108","175","94","138","369","95","44","226","178","313","57","269","343","62","116","309","101","102","168",
"투르크 & 카이코스 군도","수입금액[천불]","천불","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"투르크 & 카이코스 군도","무역수지[천불]","천불","52","70","76","0","49","426","188","200","98","140","137","326","108","174","94","138","369","95","44","226","178","313","57","269","343","62","116","309","101","102","168",
"상토메 프린스페","수출금액[천불]","천불","0","62","0","157","7","3","21","0","0","17","25","316","0","5","0","2","17","16","18","0","38","25","83","0","31","6","8","0","0","62","53",
"상토메 프린스페","수입금액[천불]","천불","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","304","0","0","0","0","0","0","0","0","2","0","0",
"상토메 프린스페","무역수지[천불]","천불","0","61","0","157","7","3","21","0","0","17","25","316","0","5","0","2","17","15","16","-304","38","24","83","0","31","6","8","0","-2","62","53",
"국제통화기금","수출금액[천불]","천불","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","69","1900","2401","0","0","0","0",
"국제통화기금","수입금액[천불]","천불","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","99","0","0","14","0","0","0","0","21","0","0","0","0","0",
"국제통화기금","무역수지[천불]","천불","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-99","0","0","-14","0","0","0","69","1878","2401","0","0","0","0",
"불령 남부지역","수출금액[천불]","천불","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"불령 남부지역","수입금액[천불]","천불","0","0","0","0","1","1","0","1","0","0","1","1","0","0","1","3","0","1","1","1","6","0","2","1","0","3","0","0","0","0","0",
"불령 남부지역","무역수지[천불]","천불","0","0","0","0","-1","-1","0","-1","0","0","-1","-1","0","0","-1","-3","0","-1","-1","-1","-6","0","-2","-1","0","-3","0","0","0","0","0",
"기네비소","수출금액[천불]","천불","0","0","70","748","79","0","3","174","51","11","60","5","73","69","0","599","6","123","9","66","11","11","0","0","0","100","0","12","0","0","144",
"기네비소","수입금액[천불]","천불","79","66","46","113","164","102","102","0","0","83","649","0","149","127","0","50","44","0","239","69","4","0","0","0","0","0","0","0","89","66","0",
"기네비소","무역수지[천불]","천불","-79","-66","24","636","-85","-102","-99","174","51","-73","-589","5","-77","-58","0","549","-38","123","-230","-3","7","11","0","0","0","100","0","12","-89","-66","144",
"메요트","수출금액[천불]","천불","159","0","239","0","12","13","0","138","87","528","204","2","89","2","25","0","534","427","890","442","49","43","166","209","348","46","93","0","39","660","36",
"메요트","수입금액[천불]","천불","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"메요트","무역수지[천불]","천불","159","0","239","0","12","13","0","138","87","528","204","2","89","2","25","0","534","427","890","442","49","43","166","209","348","46","93","0","39","660","36",
"산마리노","수출금액[천불]","천불","35","82","0","25","3","44","18","29","12","25","10","23","0","45","17","29","23","0","0","37","39","5","22","11","27","0","30","21","27","13","13",
"산마리노","수입금액[천불]","천불","1031","151","98","117","326","339","166","457","475","280","536","909","210","618","42","421","418","334","158","105","96","243","253","125","115","121","64","57","128","220","38",
"산마리노","무역수지[천불]","천불","-996","-69","-98","-92","-323","-295","-148","-428","-464","-255","-526","-886","-210","-573","-25","-392","-394","-334","-158","-68","-57","-238","-231","-113","-89","-121","-34","-36","-102","-207","-25",
"앙귈라","수출금액[천불]","천불","0","0","1","4","1","3","7","4","12","0","0","0","1","7","25","235","2","0","0","0","3","938","0","7","37","1","47","3","5","9","6",
"앙귈라","수입금액[천불]","천불","0","4","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0",
"앙귈라","무역수지[천불]","천불","0","-4","0","4","1","3","7","1","12","0","0","0","1","7","25","235","2","0","0","0","3","938","0","7","37","0","47","3","5","9","6",
"노폴크 아일랜드","수출금액[천불]","천불","0","0","0","0","51","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"노폴크 아일랜드","수입금액[천불]","천불","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"노폴크 아일랜드","무역수지[천불]","천불","0","0","0","0","51","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"쿡 아일랜드","수출금액[천불]","천불","0","1","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","27","0","0","0","0","20","0","0",
"쿡 아일랜드","수입금액[천불]","천불","1","0","0","0","6","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","2","3","5","1","1","1","9","0","1",
"쿡 아일랜드","무역수지[천불]","천불","-1","1","0","0","9","0","0","0","0","0","0","0","-1","0","0","0","0","0","0","0","-1","0","-2","24","-5","-1","-1","0","11","0","-1",
"토켈라우","수출금액[천불]","천불","0","0","0","0","0","47","0","0","0","0","0","0","0","0","0","0","22","24","2","24","0","0","0","7","0","0","0","0","0","0","0",
"토켈라우","수입금액[천불]","천불","1","0","1","0","4","1","0","49","0","0","1","1","129","1","15","14","0","0","1","1","6","2","0","0","0","0","82","5","127","3","96",
"토켈라우","무역수지[천불]","천불","-1","0","-1","0","-4","46","0","-49","0","0","-1","-1","-129","-1","-15","-14","22","24","1","22","-6","-2","0","6","0","0","-82","-5","-127","-3","-96",
"세인트 바르탤르미","수출금액[천불]","천불","0","16","0","8","2","0","528","4","7","7","3","8","6","4","7","0","14","0","10","55","3","3","2","13","7","7","4","3","3","103","3",
"세인트 바르탤르미","수입금액[천불]","천불","2","0","0","0","0","0","0","0","0","0","68","398","14","1","0","9","4","0","0","1","0","0","0","0","0","0","0","0","0","0","90",
"세인트 바르탤르미","무역수지[천불]","천불","-2","16","0","8","2","0","528","4","7","7","-65","-391","-8","3","7","-9","10","0","10","54","3","2","2","13","7","7","4","3","3","103","-87",
"파로에 군도","수출금액[천불]","천불","1","0","0","0","0","0","0","0","0","6","0","2","0","0","0","6","0","0","0","0","16","0","0","300","0","0","0","0","313","1","0",
"파로에 군도","수입금액[천불]","천불","0","0","0","246","0","0","0","0","0","0","229","0","0","0","1","0","0","391","0","41","229","73","35","1185","169","0","166","162","409","0","6",
"파로에 군도","무역수지[천불]","천불","1","0","0","-246","0","0","0","0","0","6","-229","2","0","0","-1","6","0","-391","0","-41","-213","-72","-35","-885","-169","0","-166","-161","-96","1","-6",
"남수단","수출금액[천불]","천불","234","507","177","16","1","110","30","322","2","340","47","4347","3219","2838","3122","326","513","2580","1093","1035","1108","22","0","0","371","0","18","681","9","809","17",
"남수단","수입금액[천불]","천불","0","1","12","0","0","0","0","0","0","0","0","0","0","18","14","0","68","0","0","0","0","14","0","0","0","0","0","0","0","0","0",
"남수단","무역수지[천불]","천불","234","506","165","16","1","110","30","322","2","340","47","4347","3218","2819","3108","326","445","2580","1093","1035","1108","7","0","0","371","0","18","681","9","809","17",
"코모로스","수출금액[천불]","천불","4","36","39","27","1439","0","85","17","12","5","22","0","2","129","5","6","9","1","19","83","10","0","60","19","40","0","18","2","14","32","0",
"코모로스","수입금액[천불]","천불","3","0","0","17","0","0","4","0","0","0","0","12","2","19","0","0","0","12","7","1","2","1","0","0","0","0","1","0","0","0","1",
