"국가별","항목","단위","2024.01 월","2024.02 월","2024.03 월","2024.04 월","2024.05 월","2024.06 월","2024.07 월","2024.08 월","2024.09 월","2024.10 월","2024.11 월","2024.12 월","2025.01 월","2025.02 월","2025.03 월","2025.04 월","2025.05 월","2025.06 월","2025.07 월","2025.08 월","2025.09 월","2025.10 월","2025.11 월","2025.12 월","2026.01 월","2026.02 월","2026.03 월","2026.04 월","2026.05 월","2026.06 월","2026.07 월",
"마이크로네시아","무역수지[천불]","천불","-1892","592","352","669","492","403","524","251","390","439","408","498","676","557","-67","510","737","210","473","142","664","523","622","1185","364","667","615","903","354","702","519",
"아메리칸 사모아","수출금액[천불]","천불","897","614","409","1277","2857","400","529","756","377","2712","1698","1192","395","1688","791","967","622","942","577","4169","806","1552","1321","743","1154","458","2694","5044","762","3537","1135",
"아메리칸 사모아","수입금액[천불]","천불","593","0","408","616","293","466","790","170","622","496","484","617","152","352","224","260","78","109","49","444","585","122","111","44","34","125","1","145","231","27","46",
"아메리칸 사모아","무역수지[천불]","천불","305","614","1","661","2564","-67","-260","586","-245","2217","1213","574","243","1336","567","707","544","832","527","3724","221","1430","1210","699","1120","333","2693","4899","531","3510","1089",
"잠비아","수출금액[천불]","천불","1932","1721","5644","2340","884","1177","1142","1428","2538","1581","1932","1946","1168","1711","1556","2076","1306","2190","2256","1279","8025","3760","2686","1970","1796","4811","2422","1057","1067","1273","4617",
"잠비아","수입금액[천불]","천불","4078","4083","2931","30","968","2401","103","1903","3144","2373","1627","4070","4441","6476","32642","6637","10533","3653","13406","5016","1605","3995","15570","16975","26766","21895","26339","15367","12724","13810","11814",
"잠비아","무역수지[천불]","천불","-2147","-2361","2713","2310","-83","-1224","1039","-475","-605","-792","304","-2124","-3273","-4764","-31086","-4561","-9227","-1463","-11149","-3737","6420","-235","-12884","-15005","-24971","-17084","-23917","-14310","-11657","-12538","-7197",
"부르키나 파소","수출금액[천불]","천불","3510","2920","3779","5272","2088","1146","2051","2590","1812","2779","2095","2629","1472","2640","3211","3982","2248","3205","2839","8825","2408","3820","3779","3389","1754","4299","9716","3597","7388","1582","2922",
"부르키나 파소","수입금액[천불]","천불","29","694","12","648","4673","3736","21","0","0","44","0","51","56","0","1571","9","1464","4231","0","0","0","0","3529","734","0","0","0","0","0","8","0",
"부르키나 파소","무역수지[천불]","천불","3481","2226","3767","4625","-2585","-2590","2030","2590","1812","2735","2095","2578","1416","2640","1640","3973","784","-1026","2839","8825","2408","3819","250","2655","1754","4299","9716","3597","7388","1573","2922",
"레소토","수출금액[천불]","천불","0","10","26","0","0","0","0","12","3","0","20","0","0","3","0","0","19","3","0","0","0","3","1","0","0","0","0","0","0","0","9",
"레소토","수입금액[천불]","천불","6","4","6","3","13","12","18","5","50","30","67","40","6","60","4","10","1","52","3","60","4","1","1","4","27","0","2","8","4","31","0",
"레소토","무역수지[천불]","천불","-5","6","20","-3","-13","-12","-18","7","-47","-30","-47","-40","-6","-57","-4","-10","18","-49","-3","-60","-4","2","0","-4","-27","0","-2","-8","-4","-31","9",
"사모아","수출금액[천불]","천불","4263","5982","4198","5213","4434","4072","4042","4245","4508","4452","4218","5529","3370","4853","3739","4526","4523","4763","4348","4642","5690","4084","3719","4719","4441","4793","5131","5377","5235","4600","4489",
"사모아","수입금액[천불]","천불","71","0","0","17","16","0","34","29","78","3","55","17","0","0","76","0","18","51","23","20","73","17","104","155","108","135","63","2","287","219","93",
"사모아","무역수지[천불]","천불","4192","5982","4198","5196","4418","4072","4009","4216","4431","4449","4162","5512","3370","4852","3662","4526","4506","4712","4326","4622","5617","4067","3616","4564","4334","4658","5068","5375","4949","4381","4396",
"마티니크","수출금액[천불]","천불","997","1272","1541","553","1287","417","366","445","571","288","2865","5962","1769","1026","575","865","1011","627","307","399","2278","2959","1222","1937","62","300","572","716","1196","1574","4726",
"마티니크","수입금액[천불]","천불","0","0","0","0","0","0","1","0","0","0","0","0","6","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0",
"마티니크","무역수지[천불]","천불","997","1272","1541","553","1287","417","365","445","571","288","2865","5962","1764","1025","575","865","1011","627","307","399","2277","2959","1222","1937","62","300","572","716","1196","1574","4726",
"알바니아","수출금액[천불]","천불","11993","20858","13896","18590","19934","17837","16317","17041","21447","23182","19364","17528","14911","22216","21354","31176","31868","27452","31835","31412","37433","38479","34452","34950","34061","32810","40882","43476","34672","37691","41842",
"알바니아","수입금액[천불]","천불","632","663","1111","621","587","499","758","780","694","1346","903","581","866","583","518","1008","337","497","1242","654","670","858","800","769","740","551","1002","529","716","557","918",
"알바니아","무역수지[천불]","천불","11361","20194","12785","17969","19347","17338","15559","16261","20753","21837","18461","16947","14045","21633","20836","30169","31531","26955","30593","30758","36763","37621","33652","34181","33321","32260","39880","42948","33955","37134","40924",
"가봉","수출금액[천불]","천불","1712","1265","2340","1912","1597","1111","1202","1734","1571","2158","2443","2184","1382","1229","1951","1774","1602","1374","2715","2105","2054","2138","1487","1662","1515","1364","1892","1595","1477","2113","1713",
"가봉","수입금액[천불]","천불","94","10","2240","2513","200","1858","87","9000","60","4452","3050","0","79","6434","173","468","70122","5495","3030","33","125","2467","439","167","360","4222","159","89","254164","2963","124458",
"가봉","무역수지[천불]","천불","1618","1255","100","-600","1396","-748","1115","-7266","1510","-2295","-607","2184","1303","-5205","1778","1306","-68520","-4122","-316","2073","1929","-329","1048","1495","1155","-2858","1732","1507","-252687","-850","-122745",
"아르메니아","수출금액[천불]","천불","1631","1897","1445","2335","2619","2813","2819","3074","1732","2893","1987","1962","1310","1669","3240","2547","1997","2976","4193","1607","2127","2392","2768","3570","1954","3536","4186","2678","3497","1974","4688",
"아르메니아","수입금액[천불]","천불","1671","2200","6356","4460","6876","5370","6828","4527","5030","7531","4478","4614","4791","5229","3949","2822","5671","2882","4599","5570","6735","6915","5374","6474","2196","1811","1320","2046","1757","3755","5872",
"아르메니아","무역수지[천불]","천불","-40","-303","-4911","-2125","-4257","-2558","-4010","-1453","-3297","-4638","-2492","-2652","-3481","-3561","-709","-275","-3673","94","-406","-3963","-4608","-4523","-2606","-2904","-243","1724","2867","633","1740","-1781","-1184",
"우간다","수출금액[천불]","천불","1772","6015","1823","7300","1569","2294","3146","3058","2529","2370","3882","877","623","2064","1269","1769","3145","3428","2314","3838","3221","2573","1183","1578","930","1548","2733","1386","5211","1449","1179",
"우간다","수입금액[천불]","천불","1323","3793","1166","863","659","657","918","714","1230","2237","1322","88","763","3275","2606","703","578","1486","868","577","2125","554","4727","1712","393","3024","3650","2634","688","1664","3920",
"우간다","무역수지[천불]","천불","448","2222","657","6438","910","1637","2228","2344","1299","133","2559","789","-140","-1212","-1337","1066","2567","1942","1446","3261","1096","2019","-3543","-134","537","-1476","-917","-1247","4523","-215","-2741",
"세이쉘","수출금액[천불]","천불","211","712","1035","374","786","720","605","1272","1115","805","1936","1361","162","1274","1135","802","825","509","666","326","860","859","1301","556","3784","1335","527","939","352","1461","1150",
"세이쉘","수입금액[천불]","천불","218","135","29","133","181","53","230","437","150","209","301","159","203","15","78","267","288","251","1510","306","1069","419","540","101","39","286","212","242","449","272","219",
"세이쉘","무역수지[천불]","천불","-6","577","1006","241","605","666","375","835","965","596","1636","1203","-41","1259","1057","536","537","258","-844","20","-209","440","761","455","3744","1049","315","697","-98","1189","930",
"르완다","수출금액[천불]","천불","1234","1747","1497","2025","2041","1750","902","874","1851","1767","1385","68360","1560","2013","3180","2761","2212","1435","2196","1654","2808","1536","1916","1383","1046","1423","1766","1345","2000","2561","750",
"르완다","수입금액[천불]","천불","29","605","156","88","41","40","33","4","207","63","402","182","279","267","114","80","121","183","86","25","400","66","45","273","209","339","981","547","566","228","120",
"르완다","무역수지[천불]","천불","1206","1142","1341","1937","2000","1710","868","870","1644","1704","982","68178","1280","1746","3067","2682","2090","1253","2110","1629","2409","1469","1871","1110","837","1084","785","797","1434","2334","631",
"보스니아-헤르체고비나","수출금액[천불]","천불","642","624","420","1227","1116","2383","1656","960","354","2118","786","1099","461","1181","677","1058","1075","682","729","996","612","642","1446","867","349","2038","1175","1687","406","1054","495",
"보스니아-헤르체고비나","수입금액[천불]","천불","3496","1699","2374","3611","3157","2114","2575","2782","2325","4929","2320","2279","2823","1109","891","1041","3780","2035","1043","824","5969","2906","3104","5652","6821","4474","1307","744","1166","1218","1423",
"보스니아-헤르체고비나","무역수지[천불]","천불","-2854","-1075","-1954","-2384","-2041","269","-920","-1822","-1971","-2811","-1534","-1180","-2362","72","-213","17","-2705","-1353","-314","172","-5357","-2264","-1658","-4786","-6472","-2436","-132","943","-759","-164","-928",
"네덜란드 열도","수출금액[천불]","천불","48","1783","54","79","85","76","33","68","39","238","5","138","27","38","20","36","81","60","23","8","93","2","72","51","8","14","28","14","130","84","68",
"네덜란드 열도","수입금액[천불]","천불","0","33","4","17","0","0","0","2","0","1","0","182","0","0","20","0","0","0","0","0","184","0","1","197","0","3","1","222","0","238","1",
"네덜란드 열도","무역수지[천불]","천불","48","1750","50","62","85","76","33","66","39","237","5","-44","27","38","0","36","81","60","23","8","-91","2","71","-146","8","11","27","-209","130","-154","67",
"과델로프","수출금액[천불]","천불","639","415","487","50","974","546","232","594","1683","3209","1083","1543","1006","634","1576","1103","769","1111","56","3362","807","2360","665","2054","1045","873","465","979","394","797","2091",
"과델로프","수입금액[천불]","천불","0","0","36","0","56","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","4","0","0","1","0","3","0","0","0","0","0",
"과델로프","무역수지[천불]","천불","639","415","452","50","918","546","230","594","1683","3209","1082","1543","1006","634","1576","1103","769","1111","56","3362","802","2360","665","2053","1045","870","465","979","394","797","2091",
"바베이도스","수출금액[천불]","천불","1504","367","707","581","695","410","1282","1093","265","211","2257","794","424","528","1204","497","943","1247","1118","1162","783","738","917","787","358","597","770","1434","1369","782","1546",
